"bfhnr","inventur","tiefenstufe","ot","ut","m_trd_fbv2","m_ea_corg2","m_ea_cco32","m_ea_cges2","m_ea_n2","m_ak_ca2","m_ak_k2","m_ak_mg2","m_ak_na2","m_ak_al2","m_ak_mn2","m_ak_h2","m_ak_fe2","m_ak_ak2","m_ak_bs2","m_as_p2","m_as_ca2","m_as_k2","m_as_mg2","m_as_mn2","m_as_na2","m_as_al2","m_as_fe2","m_as_s2","m_ph_h2o2","m_ph_k2","m_ph_ca2","m_cn2","m_cp2"
10021,2,"10 - 30",10,30,2778.16,7.72,0,7.72,0.53,0.208333333333333,0.189833333333333,0.1025,0.366666666666666,10.2101265822785,0.15,0.942,0.25,12.42,0.07,0.332,0.483,0.395,0.46,0.238,0.057,4.834,5.755,0.0852,4.53,4.19,4.22,14.57,23.25
10021,2,"30 - 60",30,60,4420.14,3.26,0,3.26,0.29,0.208333333333333,0.108333333333333,0.1025,0.316666666666667,5.34810126582278,0.1,0.0711,0.2,6.46,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54,4.55,4.48,11.24,NA
10021,2,"60 - 90",60,90,4729.536,1.31,0,1.31,NA,0.208333333333333,0.108333333333333,0.1025,0.316666666666667,3.61898734177215,0.1,0.278,0.3,5.03,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,4.66,4.59,NA,NA
10022,2,"0 - 5",0,5,614.2185,55.3,0,55.3,3.46,10.95,1.295,4.09,0.911666666666667,43.7740506329114,0.4395,13,5.895,80.36,0.21,0.27,0.673,0.7145,0.917,0.08025,0.09685,7.8465,6.9765,0.317,4.05,3.33,3.44,15.98,204.81
10022,2,"5 - 10",5,10,664.884,30.5,0,30.5,1.88,3.33,0.7355,1.545,0.921666666666667,46.532911392405,0.2405,6.59,3.79,63.69,0.1,NA,0.477,0.539,0.972,0.0649,0.00833333333333333,7.828,6.478,NA,4.13,3.48,3.61,16.22,NA
10022,2,"10 - 30",10,30,3125.502,16.1,0,16.1,0.99,1.48,0.3,0.7295,0.826666666666667,34.1987341772152,0.15,3.21,1.55,42.44,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,3.7,3.84,16.26,NA
10022,2,"30 - 60",30,60,5049.9,2.87,0,2.87,0.31,14.4,0.6315,4.17,5.11666666666667,29.8329113924051,0.535,1.73,0.3,56.72,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91,3.74,4.05,9.26,NA
10022,2,"60 - 90",60,90,5203.908,1.6,0,1.6,NA,64,1.95,12.2,11.95,10.0943037974683,0.965,2.28,0.25,103.69,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,3.68,4.4,NA,NA
10023,2,"0 - 5",0,5,488.283,68.6,0,68.6,2.78,12.8,0.925,4.205,1.011,32.3759493670886,0.1,16.7,0.657,68.77,0.28,0.251,0.527,0.542,0.208,0.0171,0.334,3.108,0.948,0.662,4.15,3.28,3.3,24.68,273.31
10023,2,"5 - 10",5,10,644.229,18,0,18,0.58,4.09,0.339,1.9,3.7,12.7854430379747,0.05025,5.18,0.25,28.29,0.35,0.0685,0.25,0.232,0.142,0.0181,0.034,1.755,0.602,0.184,4.4,3.51,3.54,31.03,262.77
10023,2,"10 - 30",10,30,3260.108,4.41,0,4.41,0.19,2.335,0.274,0.965,0.4,7.1006329113924,0.05025,1.53,0.15,12.8,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03,4.13,4.04,23.21,NA
10023,2,"30 - 60",30,60,4881.096,1.63,0,1.63,0.12,19.75,0.7755,6.39,1.035,5.5493670886076,1.305,0.706,0.2,35.71,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58,4.26,4.5,13.58,NA
10023,2,"60 - 90",60,90,5096.256,1.25,0,1.25,NA,39.45,1.19,9.055,1.325,2.44113924050633,2.2325,0.483,0.2,56.38,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94,4.41,4.73,NA,NA
10024,2,"0 - 5",0,5,554.2515,42.4,0,42.4,2.24,3.875,0.6695,3.52,0.546666666666667,16.6246835443038,0.1,23.4,4.165,52.9,0.16,NA,0.15,0.341,0.261,0.0281,0.00833333333333333,2.254,3.09,NA,3.87,2.85,3.02,18.93,NA
10024,2,"5 - 10",5,10,662.122,28.1,0,28.1,1.4,1.905,1.22333333333333,1.925,0.871666666666667,21.5329113924051,0.1,15.1,3.695,46.35,0.13,NA,0.195,0.346,0.33,0.0467,0.0697,2.931,4.179,NA,3.74,3.01,3.16,20.07,NA
10024,2,"10 - 30",10,30,3016.734,9.22,0,9.22,0.51,0.208333333333333,0.122333333333333,0.55,0.316666666666667,21.2430379746836,0.15,3.81,1.105,27.51,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,3.58,3.63,18.08,NA
10024,2,"30 - 60",30,60,4439.169,9.5,0,9.5,0.37,0.55,0.162833333333333,0.5,0.504166666666667,25.9392405063291,0.1,1.43,1.4615,30.65,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41,3.99,4.07,25.68,NA
10024,2,"60 - 90",60,90,4180.278,4.83,0,4.83,0.21,0.45,0.108333333333333,0.25,0.316666666666667,15.3424050632911,0.1,0.409,0.665,17.64,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69,4.27,4.28,23,NA
10025,2,"0 - 5",0,5,502.3395,42.4,0,42.4,1.68,3.745,0.5755,2.175,0.5,19.35,0.1,21.9,2.135,50.48,0.14,0.0482,0.205,0.2065,0.13855,0.0242,0.0686666666666667,1.6035,1.8305,0.203,3.77,2.92,3.01,25.24,879.67
10025,2,"5 - 10",5,10,634.524,11.3,0,11.3,0.37,0.632,0.28,1.35,0.366666666666666,16.1639240506329,0.05025,7.14,0.986,26.97,0.1,NA,0.156,0.211,0.251,0.0361,0.00833333333333333,1.945,2.802,NA,4.12,3.27,3.29,30.54,NA
10025,2,"10 - 30",10,30,2604.8,17,0,17,0.71,1.535,0.4935,0.765,0.4,44.3303797468354,0.34,5.85,1.92,55.63,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17,3.51,3.55,23.94,NA
10025,2,"30 - 60",30,60,4407.744,7.7,0,7.7,0.36,0.349,0.4885,1.285,0.366666666666666,31.4727848101266,0.24,0.913,0.32,35.43,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61,4.15,4,21.39,NA
10025,2,"60 - 90",60,90,5004.09,3.74,0,3.74,NA,0.438,0.505,0.5295,0.4,36.5316455696203,0.3245,0.68,0.3,39.71,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,3.99,3.96,NA,NA
10026,2,"0 - 5",0,5,80.1,453,18,471,25.5,313.5,10.05,53.85,3.89,9.06582278481013,2.375,21.9,2.975,417.61,0.91,1.01,6.971,0.706,0.792,0.0725,0.318,1.098,1.922,3.265,4.09,3.32,3.44,17.76,448.51
10026,2,"5 - 10",5,10,90.95,448,17,465,23.8,287,5.615,46.15,4.78,15.6246835443038,1.2,30.5,3.085,393.95,0.87,0.723,6.797,0.461,0.769,0.0355,0.298,1.499,1.685,3.92,4.08,3.1,3.3,18.82,619.64
10026,2,"10 - 30",10,30,332,444,14,458,21.1,277.5,5.515,44,6.255,18.1613924050633,0.9865,30.5,2.87,385.79,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02,3.16,3.34,21.04,NA
10026,2,"30 - 60",30,60,319.8,333,128,461,15.1,222,5.15,39.2,9.16,19.5367088607595,0.443,26.5,1.795,323.78,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07,3.18,3.35,22.05,NA
10026,2,"60 - 90",60,90,262.2,474,0,474,0.0666666666666667,243,4.725,39.85,10.36,15.5082278481012,0.408,22.4,1.79,338.04,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,3.3,3.52,NA,NA
10027,2,"0 - 5",0,5,456.967,59.1,0,59.1,4.01,15.4,2.31,6.725,0.566666666666667,62.6518987341772,0.5245,14.1,5.9,108.18,0.23,0.523,0.822,1.897,1.851,0.131,0.118,11.085,13.382,0.466,4.05,3.33,3.41,14.74,113
10027,2,"5 - 10",5,10,524.99,38.3,0,38.3,2.57,5.65,1.365,3.345,0.316666666666667,74.6075949367088,0.323,9.42,4.43,99.46,0.11,0.406,0.728,1.965,2.055,0.158,0.138,12.537,14.167,0.293,4.14,3.41,3.45,14.9,94.33
10027,2,"10 - 30",10,30,1960.792,22.3,0,22.3,1.54,4.7,0.777,2.66,0.375166666666667,69.1867088607595,0.5375,4.9,1.96,85.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,3.55,3.65,14.48,NA
10027,2,"30 - 60",30,60,3862.089,6.27,0,6.27,0.55,46.9,1.495,14.55,2.015,24.4689873417721,1.14,1.9,0.2,92.67,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91,3.82,4.23,11.4,NA
10027,2,"60 - 90",60,90,4247.859,2.54,0.8,3.34,0.31,103,2.6,16.2,3.4,NA,NA,NA,NA,125.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.85,6.62,6.97,8.19,NA
10028,2,"0 - 5",0,5,464.35,42,0,42,2.73,62.6,2.815,5.245,0.701666666666667,17.796835443038,5.315,4.07,0.607,99.15,0.72,0.562,1.812,1.659,1.469,0.595,0.166,8.81,9.807,0.325,4.64,3.79,4.02,15.38,74.73
10028,2,"5 - 10",5,10,577.764,24.9,0,24.9,1.5,57.9,1.46,2.365,0.316666666666667,12.5253164556962,3.27,1.28,0.25,79.37,0.78,0.433,1.541,1.661,1.517,0.682,0.168,9.218,10.05,0.185,5.17,4.1,4.46,16.6,57.51
10028,2,"10 - 30",10,30,2904.066,17.4,0,17.4,1.09,28.75,1.025,1.2355,0.411166666666667,19.6936708860759,2.53,1.94,0.25,55.84,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95,3.91,4.17,15.96,NA
10028,2,"30 - 60",30,60,4651.911,6.35,0,6.35,0.49,12.755,0.776,1.35,0.316666666666667,23,1.325,1.37,0.2,41.09,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69,3.86,4.09,12.96,NA
10028,2,"60 - 90",60,90,4766.928,2.93,0,2.93,0.29,20.7,1.39,5.915,0.631666666666667,17.8810126582279,1.95,1.37,0.101666666666667,49.94,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.87,3.85,4.16,10.1,NA
10029,2,"0 - 5",0,5,229.7,253,0,253,18.9,397,7,47,1.6,11.1,5.3,7.43,23.5,499.93,0.91,1.213,5.23,0.776,0.779,0.217,0.145,3.158,17.855,2.432,4.31,3.68,3.87,13.39,208.57
90523,2,"60 - 90",60,90,5966.097,0.967096726884705,0.166666666666667,1.13376339355137,0.122030970873147,9.28924865687602,1.50127652876543,4.60397860396596,0.765994101334164,28.6083993114062,0.413330010904468,1.7605757739854,0.0609669506056246,47,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59541295264463,3.39336060566636,3.73602642693868,7.93,NA
90530,2,"60 - 90",60,90,4001.397,0.0166666666666667,47.4867421660931,47.5034088327598,0.494977644417896,246.154945601079,4.16735004760646,5.63527275129618,1.0520797670829,NA,NA,NA,NA,257.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.38114874738171,7.08327416638775,7.61263147863407,NA,NA
90545,2,"60 - 90",60,90,2411.024,2.51659120924539,3.55444481562129,6.07103602486668,0.417172553455562,63.1374333987189,1.35348802058872,9.06319885253934,2.60889848035116,0.523181777580074,0.752147913583409,0.165961165342216,0.00866666666666667,77.61,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64982381090751,4.61886406603417,4.84796477226678,6.03,NA
10029,2,"5 - 10",5,10,275.7,157,0,157,11.6,219,1.35,17.7,0.848,13.496835443038,2.725,6.19,10.94,272.25,0.88,1.092,13.71,0.536,0.865,0.393,0.119,4.06,31.913,3.927,4.41,3.67,3.89,13.53,143.77
10029,2,"10 - 30",10,30,772.6,250,0,250,17.4,591,1.295,23.05,2.075,4.73481012658228,1.3415,1.38,5.405,630.28,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93,4.2,4.4,14.37,NA
10029,2,"30 - 60",30,60,1610.1,247,0,247,15.6,461.5,3.225,18.2,2.77,4.86772151898734,1.3365,1.38,5.79,499.07,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79,4.28,4.41,15.83,NA
10029,2,"60 - 90",60,90,4053.9,25.7,6,31.7,1.98,127,0.0666666666666667,2.7,0.05,NA,NA,NA,NA,129.82,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.02,6.59,6.71,12.98,NA
10030,2,"0 - 5",0,5,485.496,72.8,0,72.8,4.28,23.4,1.79,6.775,1.12,33.8930379746836,0.463,20.3,3.64,91.38,0.36,NA,0.747,0.6,0.841,0.045,0.0637,8.031,4.978,NA,3.89,3.18,3.25,17.01,NA
10030,2,"5 - 10",5,10,589.8075,41.3,0,41.3,2.1,9.53,0.856,3.025,0.405666666666667,42.3803797468354,0.15,10.7,3.49,70.54,0.2,NA,0.438,0.514,0.765,0.0314,0.0507,7.583,4.854,NA,4.14,3.36,3.44,19.67,NA
10030,2,"10 - 30",10,30,2789.992,25.2,0,25.2,1.44,12.75,0.6565,2.63,0.392166666666667,33.1626582278481,0.15,4.43,2,56.17,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58,3.69,3.81,17.5,NA
10030,2,"30 - 60",30,60,4687.584,4.61,0,4.61,0.32,71.55,1.575,9.68,1.56,14.1974683544304,1.1,0.912,0.25,100.82,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51,4.05,4.48,14.41,NA
10030,2,"60 - 90",60,90,5008.848,1.7,0,1.7,NA,96.8,1.68,10.045,1.62,1.02658227848101,0.83,0,0.101666666666667,112.1,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15,4.69,5.04,NA,NA
10031,2,"0 - 5",0,5,488.07,46.9,0,46.9,3.26,20.15,1.54,5.895,0.97,28.5525316455696,1.165,11.3,4.655,74.23,0.38,0.298,2.132,4.1025,3.903,0.3255,0.1915,19.5675,22.4425,0.20645,3.98,3.36,3.5,14.39,157.38
10031,2,"5 - 10",5,10,621.622,29.3,0,29.3,2.2,11.585,0.92,3.375,0.728,60.3392405063291,0.903,8.09,3.48,89.42,0.19,0.353,0.779,2.217,2.543,0.213,0.119,12.949,14.647,0.249,4.09,3.41,3.55,13.32,83
10031,2,"10 - 30",10,30,2926.336,12.9,0,12.9,1.17,17.25,0.71,4.47,0.825,50.6202531645569,0.764,4.55,0.758,79.95,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66,3.54,3.78,11.03,NA
10031,2,"30 - 60",30,60,4784.208,4.06,0,4.06,0.49,72.7,1.615,14.9,1.495,15.6455696202532,0.83,2.57,0.15,109.91,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,3.71,4.33,8.29,NA
10031,2,"60 - 90",60,90,5296.242,2.8,0,2.8,0.36,101.7,1.815,15.4,1.96,4.97721518987342,1.015,1.02,0.101666666666667,127.99,0.94,0.257,0.876,2.985,2.722,0.267,0.168,15.923,16.755,0.16,5.55,4.01,4.81,7.78,10.89
10032,2,"0 - 5",0,5,330.175,73.1,0,73.1,6.42,116.2,2.35,11.79,0.476166666666667,24.2537974683544,1.202,8.7,2.82,167.79,0.78,0.449,3.662,1.202,1.501,0.105,0.106,10.419,8.722,0.712,4.32,3.47,3.65,11.39,162.81
10032,2,"5 - 10",5,10,394.377,52.9,0,52.9,4.29,117,1.19,9.105,0.360166666666667,22.6208860759494,0.8175,4.3,2.585,157.98,0.81,0.43,3.631,1.252,1.629,0.0906,0.134,11.759,9.494,0.61,4.47,3.74,3.84,12.33,123.02
10032,2,"10 - 30",10,30,2252.712,31.1,0,31.1,2.45,113.3,0.725,7.03,0.325666666666667,20.0151898734177,0.6045,1.92,1.345,145.27,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,3.95,4.24,12.69,NA
10032,2,"30 - 60",30,60,3555.297,19.3,0,19.3,1.52,150.5,5.25833333333333,8.635,2.69666666666667,1.84430379746836,0.469,0,0.101666666666667,169.5,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,4.89,5.14,12.7,NA
10032,2,"60 - 90",60,90,4220.667,12.7,8.6,21.3,1.08,205,2,7.6,0.05,NA,NA,NA,NA,214.65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04,7.38,7.46,11.76,NA
10033,2,"0 - 5",0,5,718.7,18.3,0,18.3,0.95,2.33,0.6605,1.1915,1.125,8.22974683544304,0.1,11.3,1.624,26.56,0.2,0.135,0.263,0.24,0.114545,0.0315,0.064,1.236,2.522,0.147,4.12,3,3.13,19.26,135.56
10033,2,"5 - 10",5,10,741.1,13.7,0,13.7,0.75,1.44,0.584,0.84,0.5,12.1164556962026,0.1,9.01,1.4995,26.09,0.13,0.119,0.209,0.223,0.0974,0.0287,0.044,1.32,2.495,0.109,4.16,3.22,3.3,18.27,115.13
10033,2,"10 - 30",10,30,3029.6,8.2,0,8.2,0.41,0.6105,0.307,0.328,0.4,8.92215189873417,0.1,4.8,0.974,16.44,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34,3.4,3.51,20,NA
10033,2,"30 - 60",30,60,4359.9,7.26,0,7.26,0.38,0.415,0.2525,0.16,0.4,10.7284810126582,0.1,1.01,0.35,13.42,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69,4.3,4.18,19.11,NA
10033,2,"60 - 90",60,90,4785.6,2.1,0,2.1,NA,0.25,0.25,0.25,0.366666666666666,3.78860759493671,0.1,0.254,0.15,5.41,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62,4.6,4.49,NA,NA
10034,2,"0 - 5",0,5,412.734,77.2,0,77.2,4.43,39.8,1.83,10.52,2.84,52.653164556962,0.312,25.3,10.065,143.32,0.38,0.576,0.93,1.133,1.01,0.0463,0.181,7.597,8.431,0.546,3.71,3.02,3.2,17.43,134.03
10034,2,"5 - 10",5,10,495.36,49.4,0,49.4,2.95,15.4,0.91,5.12,1.6,62.2860759493671,0.152,17.6,8.115,111.18,0.21,0.353,0.652,1.211,1.195,0.0629,0.153,9.018,10.15,0.349,3.72,3.16,3.28,16.75,139.94
10034,2,"10 - 30",10,30,2204.4,33.6,0,33.6,1.79,7.14,0.5115,3.095,1.29,71.7569620253165,0.2035,8.58,5.63,98.21,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88,3.4,3.5,18.77,NA
10034,2,"30 - 60",30,60,4390.344,10.8,0,10.8,0.55,7.3,1,2.489,1.29,45.782911392405,0.266,2,0.787,60.91,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21,3.98,4.02,19.64,NA
10034,2,"60 - 90",60,90,4030.476,2.09,0,2.09,0.2,59.95,2.085,21.95,2.535,26.5613924050633,1.265,2.94,0.2,117.49,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84,3.57,4.16,10.45,NA
10035,2,"0 - 5",0,5,459.69,35.6,16.8,52.4,2.81,193,4.3,6.3,0.05,NA,NA,NA,NA,203.65,1,0.466,45.619,2.091,4.266,0.288,0.129,7.187,10.469,0.617,7.59,7.68,7.35,12.67,76.39
10035,2,"5 - 10",5,10,520.905,29.2,15.8,45,2.57,174,3.2,4.7,0.05,NA,NA,NA,NA,181.95,1,0.427,42.331,1.71,3.647,0.253,0.121,6.122,9.052,0.528,7.94,7.28,7.21,11.36,68.38
10035,2,"10 - 30",10,30,2703.624,20.4,17.9,38.3,3.09,137,3.4,4.7,0.05,NA,NA,NA,NA,145.15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.47,7.97,7.27,6.6,NA
10035,2,"30 - 60",30,60,4434.228,3.8,21.5,25.3,0.39,56.3,2.4,2.8,0.05,NA,NA,NA,NA,61.55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.37,8.09,7.61,9.74,NA
10035,2,"60 - 90",60,90,3860.544,2.4,22.9,25.3,NA,51.8,2.7,2.9,0.05,NA,NA,NA,NA,57.45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.82,7.94,7.69,NA,NA
90553,2,"30 - 60",30,60,3579.994,3.64209199770006,11.1374531208733,14.7795451185734,0.790525420151422,175.54634419026,3.85795086636688,4.05620985052506,0.877250558572599,NA,NA,NA,NA,184.34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35279457879246,6.53115975198455,6.98631868717153,NA,NA
90553,2,"60 - 90",60,90,3923.852,2.99192220534119,20.8382854495093,23.8302076548505,0.663974413971996,184.462460306905,3.9726292270523,4.1593883147103,0.912887275037404,NA,NA,NA,NA,193.51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0854183644557,7.32372725903201,7.40903145148032,NA,NA
60085,2,"60 - 90",60,90,2025,3,78,81,0.4,63,0.0666666666666667,2.2,2.3,NA,NA,NA,NA,67.57,1,0.3698,248.8,6.8173,4.8712,2.1653,NA,15.477,19.9,0.46,8.285,7.94,7.58,7.5,8.11
80010,2,"30 - 60",30,60,1368,59.5,0,59.5,3.63,10.42,0.91,5.79,0.63,53.2,0.31,0.32,0.13,71.71,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81,3.91,4.32,16.39,NA
80010,2,"60 - 90",60,90,703.5,46.6,0,46.6,2.72,3.65,0.78,1.84,0.73,55.6,0.23,0.4,0.13,63.36,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63,3.96,4.28,17.13,NA
80017,2,"30 - 60",30,60,3878.1,3.02,0,3.02,0.287,5.69,1.59,5.27,0.56,50.2,1.15,2.4,0.00333333333333333,66.86,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.11,4.64,3.65,3.91,10.52,15.1
10036,2,"0 - 5",0,5,599.0985,31.4,0,31.4,2.11,13.4,1.195,2.26,0.5,20.496835443038,0.7345,11.2,2.005,51.79,0.34,NA,0.741,0.731,1.176,0.441,0.0657,5.712,7.851,NA,4.11,3.29,3.36,14.88,NA
10036,2,"5 - 10",5,10,650.716,13.6,0,13.6,0.99,3.475,0.5505,0.836,0.366666666666666,19.7405063291139,0.372,5.6,0.659,31.6,0.17,NA,0.833,0.869,1.321,0.357,0.0637,5.813,7.486,NA,4.19,3.53,3.57,13.74,NA
10036,2,"10 - 30",10,30,2721.488,8.28,0,8.28,0.74,2.965,0.441,0.5655,0.4855,14.0487341772152,0.5165,2.61,0.2,21.83,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72,3.91,3.96,11.19,NA
10036,2,"30 - 60",30,60,3537.42,5.05,0,5.05,0.39,5.745,0.412,0.9835,0.45,6.79113924050633,0.3505,0.679,0.2,15.61,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.47,4.28,4.48,12.95,NA
10036,2,"60 - 90",60,90,3749.823,2.66,0,2.66,NA,4.83,0.366,0.76,0.45,4.57151898734177,0.189,0.567,0.3,12.03,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18,4.54,4.57,NA,NA
10037,2,"0 - 5",0,5,504.35,66.8,0,66.8,4.58,27,2.27,6.75,0.65,42.5196202531645,1.068,20.5,6.78,107.54,0.34,0.49,1.183,1.368,1.106,0.103,0.217,7.439,8.749,0.646,3.89,3.09,3.22,14.59,136.33
10037,2,"5 - 10",5,10,627.6,38.2,0,38.2,2.43,7.305,1.265,2.49,0.575,49.523417721519,1.805,12.3,5.57,80.83,0.14,0.347,0.645,1.276,1.226,0.103,0.063,8.165,9.884,0.31,3.99,3.28,3.31,15.72,110.09
10037,2,"10 - 30",10,30,3023.8,21.6,0,21.6,1.57,4.155,1.035,1.49,0.5245,48.7537974683544,0.703,6.31,2.6,65.57,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09,3.45,3.54,13.76,NA
10037,2,"30 - 60",30,60,5238.189,4.77,0,4.77,0.42,9.565,0.97,3.365,0.795,39.8037974683544,0.6165,1.09,0.45,56.66,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84,3.96,3.97,11.36,NA
10037,2,"60 - 90",60,90,5591.322,2.86,0,2.86,NA,35.8,1.46,9.52,1.75,15.3417721518988,0.5995,1.61,0.3,66.38,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,3.91,4.24,NA,NA
10038,2,"0 - 5",0,5,527.4,48.5,0,48.5,1.84,2.25,0.4175,1.945,1.17,23.2658227848101,0.05025,28.6,0.906,58.6,0.1,0.0999,0.255,0.272,0.0792,0.0147,0.214,1.169,0.926,0.245,3.87,2.81,2.85,26.36,485.49
10038,2,"5 - 10",5,10,544.75,44.6,0,44.6,1.98,1.16,0.403,1.075,0.8705,24.5620253164557,0.05025,23.6,0.743,52.46,0.07,0.127,0.251,0.333,0.0908,0.00347,0.258,1.388,0.917,0.292,3.88,2.82,2.93,22.53,351.18
10038,2,"10 - 30",10,30,3038,20.3,0,20.3,0.75,0.733,0.2,0.3875,0.316666666666667,24.1810126582278,0.05025,13.6,0.449,39.92,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,3.15,3.09,27.07,NA
10038,2,"30 - 60",30,60,4271.454,25.3,0,25.3,0.9,0.6575,0.2,0.2225,0.45,48.0208860759493,0.05025,3.91,0.177166666666667,53.69,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29,3.86,3.77,28.11,NA
10038,2,"60 - 90",60,90,4542.045,8.15,0,8.15,0.0666666666666667,0.25,0.108333333333333,0.1025,0.366666666666666,14.7246835443038,0.05025,1.36,0.3,17.26,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72,4.18,4.11,NA,NA
10039,2,"0 - 5",0,5,521.2,66.9,0,66.9,4.39,13.9,1.36,6.975,0.725,63.6854430379747,0.209,13.6,10.015,110.47,0.21,NA,0.708,0.853,1.166,0.0586,0.0797,9.037,8.757,NA,4.07,3.3,3.37,15.24,NA
10039,2,"5 - 10",5,10,656.3,39,0,39,2.25,6.15,0.6075,2.885,0.378166666666666,71.7139240506329,0.1,7.92,6.975,96.73,0.1,NA,0.48,0.884,1.218,0.0781,0.00833333333333333,9.614,9.527,NA,4.21,3.47,3.56,17.33,NA
10039,2,"10 - 30",10,30,3065.152,19.7,0,19.7,1.05,1.59,0.3625,1.07,0.419166666666667,63.7791139240506,0.2,2.84,2.095,72.36,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,3.74,3.82,18.76,NA
10039,2,"30 - 60",30,60,4791.072,3.34,0,3.34,0.25,9.775,0.63,4.275,0.476666666666666,52.773417721519,0.263,0.549,0.25,68.99,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82,3.9,4.01,13.36,NA
10039,2,"60 - 90",60,90,5227.623,1.52,0,1.52,0.17,45.45,1.365,19.15,0.945,26.7246835443038,0.4325,1.99,0.15,96.21,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43,3.72,4.19,8.94,NA
10040,2,"0 - 5",0,5,603.405,29.5,0,29.5,0.74,1.58,0.25,0.8695,0.723,13.6620253164557,0.05025,13.9,0.4715,31.51,0.11,0.0546,0.258,0.242,0.092,0.0253,0.18,1.212,1.23,0.147,4.05,2.99,3.05,39.86,540.29
10040,2,"5 - 10",5,10,678.645,21.2,0,21.2,0.51,0.8655,0.2,0.515,0.507,14.3113924050633,0.05025,11.2,0.392,28.04,0.07,0.0506,0.189,0.19,0.0578,0.0225,0.059,1.179,1.086,0.0866,4.08,3.2,3.18,41.57,418.97
